,Комментарии к типоразмеру##OTHER##,Световой поток светильника##ELECTRICAL_LUMINOUS_FLUX##LUMENS,Полная установленная мощность##ELECTRICAL_APPARENT_POWER##VOLT_AMPERES,Цветовая температура##COLOR_TEMPERATURE##KELVIN,Кривая сил света##OTHER##,Описание##OTHER##
L-lego II 55 G60 4.0K,Промышленные,5851,45,4000,Г60,"Универсальный модульный светильник L-lego II 55 предназначен для общего освещения промышленных объектов, логистических комплексов, спортивных сооружений, торговых помещений, выставочных павильонов и т.п. Модульная конструкция L-lego II за счет продольных пазов типа «ласточкин хвост» позволяет собирать из нескольких светильников осветительные установки различных форм и размеров."
L-lego II 55 K15 4.0K,Промышленные,5877,45,4000,К15,"Универсальный модульный светильник L-lego II 55 предназначен для общего освещения промышленных объектов, логистических комплексов, спортивных сооружений, торговых помещений, выставочных павильонов и т.п. Модульная конструкция L-lego II за счет продольных пазов типа «ласточкин хвост» позволяет собирать из нескольких светильников осветительные установки различных форм и размеров."
L-lego II 55 K15 5.0K,Промышленные,5877,45,5000,К15,"Универсальный модульный светильник L-lego II 55 предназначен для общего освещения промышленных объектов, логистических комплексов, спортивных сооружений, торговых помещений, выставочных павильонов и т.п. Модульная конструкция L-lego II за счет продольных пазов типа «ласточкин хвост» позволяет собирать из нескольких светильников осветительные установки различных форм и размеров."
L-lego II 55 G30 5.0K,Промышленные,5862,45,5000,Г30,"Универсальный модульный светильник L-lego II 55 предназначен для общего освещения промышленных объектов, логистических комплексов, спортивных сооружений, торговых помещений, выставочных павильонов и т.п. Модульная конструкция L-lego II за счет продольных пазов типа «ласточкин хвост» позволяет собирать из нескольких светильников осветительные установки различных форм и размеров."
L-lego II 55 D 5.0K,Промышленные,5851,45,5000,Д,"Универсальный модульный светильник L-lego II 55 предназначен для общего освещения промышленных объектов, логистических комплексов, спортивных сооружений, торговых помещений, выставочных павильонов и т.п. Модульная конструкция L-lego II за счет продольных пазов типа «ласточкин хвост» позволяет собирать из нескольких светильников осветительные установки различных форм и размеров."
L-lego II 55 D 4.0K,Промышленные,5851,45,4000,Д,"Универсальный модульный светильник L-lego II 55 предназначен для общего освещения промышленных объектов, логистических комплексов, спортивных сооружений, торговых помещений, выставочных павильонов и т.п. Модульная конструкция L-lego II за счет продольных пазов типа «ласточкин хвост» позволяет собирать из нескольких светильников осветительные установки различных форм и размеров."
L-lego II 55 G60 5.0K,Промышленные,5851,45,5000,Г60,"Универсальный модульный светильник L-lego II 55 предназначен для общего освещения промышленных объектов, логистических комплексов, спортивных сооружений, торговых помещений, выставочных павильонов и т.п. Модульная конструкция L-lego II за счет продольных пазов типа «ласточкин хвост» позволяет собирать из нескольких светильников осветительные установки различных форм и размеров."
L-lego II 55 G30 4.0K,Промышленные,5862,45,4000,Г30,"Универсальный модульный светильник L-lego II 55 предназначен для общего освещения промышленных объектов, логистических комплексов, спортивных сооружений, торговых помещений, выставочных павильонов и т.п. Модульная конструкция L-lego II за счет продольных пазов типа «ласточкин хвост» позволяет собирать из нескольких светильников осветительные установки различных форм и размеров."
